dteday,season_hour,yr_hour,mnth_hour,hr,holiday_hour,weekday_hour,workingday_hour,weathersit_hour,temp_hour,atemp_hour,hum_hour,windspeed_hour,casual_hour,registered_hour,cnt_hour,time_category,season_day,yr_day,mnth_day,holiday_day,weekday_day,workingday_day,weathersit_day,temp_day,atemp_day,hum_day,windspeed_day,casual_day,registered_day,cnt_day
2011-01-04,Spring,0,1,9,0,Tue,Ya,Cerah,0.16,0.1515,0.64,0.2239,2,98,100,Pagi,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,10,0,Tue,Ya,Berkabut,0.16,0.1364,0.69,0.3284,5,37,42,Siang,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,11,0,Tue,Ya,Cerah,0.22,0.2121,0.51,0.2985,7,50,57,Siang,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,12,0,Tue,Ya,Cerah,0.22,0.2273,0.51,0.1642,12,66,78,Siang,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,13,0,Tue,Ya,Cerah,0.24,0.2273,0.56,0.194,18,79,97,Siang,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,14,0,Tue,Ya,Cerah,0.26,0.2576,0.52,0.2239,9,54,63,Siang,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,15,0,Tue,Ya,Cerah,0.28,0.2727,0.52,0.2537,17,48,65,Sore,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,16,0,Tue,Ya,Cerah,0.3,0.2879,0.49,0.2537,15,68,83,Sore,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,17,0,Tue,Ya,Cerah,0.28,0.2727,0.48,0.2239,10,202,212,Sore,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,18,0,Tue,Ya,Cerah,0.26,0.2576,0.48,0.194,3,179,182,Sore,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,19,0,Tue,Ya,Cerah,0.24,0.2576,0.48,0.1045,2,110,112,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,20,0,Tue,Ya,Cerah,0.24,0.2576,0.48,0.1045,1,53,54,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,21,0,Tue,Ya,Cerah,0.22,0.2727,0.64,0.0,0,48,48,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,22,0,Tue,Ya,Cerah,0.22,0.2576,0.64,0.0896,1,34,35,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-04,Spring,0,1,23,0,Tue,Ya,Cerah,0.2,0.2273,0.69,0.0896,2,9,11,Malam,Spring,0.0,1.0,0.0,Tue,Ya,Cerah,8.200000000000001,10.6061,59.0435,10.739832,108.0,1454.0,1562.0
2011-01-05,Spring,0,1,0,0,Wed,Ya,Cerah,0.2,0.2576,0.64,0.0,0,6,6,Malam,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,1,0,Wed,Ya,Cerah,0.16,0.197,0.74,0.0896,0,6,6,Malam,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,2,0,Wed,Ya,Cerah,0.16,0.197,0.74,0.0896,0,2,2,Malam,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,4,0,Wed,Ya,Cerah,0.24,0.2273,0.48,0.2239,0,2,2,Malam,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,5,0,Wed,Ya,Cerah,0.22,0.2273,0.47,0.1642,0,3,3,Malam,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,6,0,Wed,Ya,Cerah,0.2,0.197,0.47,0.2239,0,33,33,Pagi,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,7,0,Wed,Ya,Cerah,0.18,0.1818,0.43,0.194,1,87,88,Pagi,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,8,0,Wed,Ya,Cerah,0.2,0.1818,0.4,0.2985,3,192,195,Pagi,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,9,0,Wed,Ya,Cerah,0.22,0.197,0.37,0.3284,6,109,115,Pagi,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,10,0,Wed,Ya,Cerah,0.22,0.197,0.37,0.3284,4,53,57,Siang,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,11,0,Wed,Ya,Cerah,0.26,0.2273,0.33,0.3284,12,34,46,Siang,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,12,0,Wed,Ya,Cerah,0.26,0.2273,0.33,0.3284,5,74,79,Siang,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,13,0,Wed,Ya,Cerah,0.28,0.2576,0.3,0.2985,6,65,71,Siang,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,14,0,Wed,Ya,Cerah,0.3,0.2879,0.28,0.194,10,52,62,Siang,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
2011-01-05,Spring,0,1,15,0,Wed,Ya,Cerah,0.3,0.2879,0.28,0.194,7,55,62,Sore,Spring,0.0,1.0,0.0,Wed,Ya,Cerah,9.305237,11.4635,43.695699999999995,12.522300000000001,82.0,1518.0,1600.0
